Date,My Portfolio Price
2016-05,367.6301443578073
2016-06,320.29222509306067
2016-07,352.10787217266653
2016-08,316.5398736435967
2016-09,369.72381429025296
2016-10,428.7724767954486
2016-11,412.4060683470061
2016-12,375.9737998784376
2017-01,400.7351879105778
2017-02,415.8957346659506
2017-03,360.8985203883659
2017-04,469.41081370825157
2017-05,481.87796660225996
2017-06,529.3482819407991
2017-07,519.233264879415
2017-08,474.5873342469976
2017-09,436.38321205420243
2017-10,532.0865539590246
2017-11,605.0808192492088
2017-12,567.761637671832
2018-01,757.9156737156892
2018-02,954.1624270772248
2018-03,1050.9019107587892
2018-04,1007.1403232628683
2018-05,903.1414759511258
2018-06,1016.7465374637981
2018-07,1201.8261249653738
2018-08,1269.932981879127
2018-09,1341.2514458345722
2018-10,1287.3611031852354
2018-11,1103.2395387910385
2018-12,1101.4342040082513
2019-01,1123.4100267433007
2019-02,994.7914945467516
2019-03,1114.1687191397673
2019-04,1199.2196425249992
2019-05,1227.3078177548496
2019-06,1093.9516566206632
2019-07,1201.5309069310294
2019-08,1082.0932307373546
2019-09,1001.7129368439981
2019-10,978.8877958670935
2019-11,924.2091279081599
2019-12,1044.5652143270356
2020-01,1133.2552342888907
2020-02,1288.6874864801755
2020-03,1146.3287617477938
2020-04,1513.068739379352
2020-05,1484.762566780645
2020-06,1533.6104177473144
2020-07,2357.2657417247306
2020-08,2368.271235372099
2020-09,2360.679611114967
2020-10,2495.131768031609
2020-11,2183.847737040101
2020-12,2138.054528616143
